shot_id,shot_made_flag
22907,0.368830680320881
22909,0.35642140332827416
22926,0.6249605854366936
22930,0.7746957393393363
22927,0.36762383883730415
22934,0.4252151266580717
22937,0.4326912003295202
22939,0.43073770769101466
22949,0.6731415839517284
22951,0.3843277581134169
22955,0.4162720075303997
22966,0.2978449134375697
22965,0.3745968292360546
22968,0.38701096666082396
22972,0.3680156979473522
22975,0.311865787087138
22981,0.36621328456536323
22988,0.26555170095771546
22994,0.3090829607850648
22996,0.6050897344938272
23011,0.6178864020382396
23028,0.3803467930376987
23031,0.35344724384232684
23035,0.3439119317319666
23038,0.8164381332053982
23042,0.6703685498386495
23053,0.27103613877791494
23049,0.40169335095933845
23051,0.7749215947770398
23057,0.41519032260584526
23058,0.7777496037688301
23063,0.40224814847147594
23064,0.9100219912884395
23067,0.7801468120412602
23071,0.42500873607766165
23075,0.9280708011487161
23077,0.36585867050409177
23090,0.7783020030254286
23094,0.3374055282457737
23097,0.33136777867995415
23103,0.31656764019951933
23107,0.35296032942670386
23117,0.9409624009889858
23124,0.4280356634284235
23122,0.43172175929657886
23126,0.4171787877959048
23136,0.5983751914842111
23129,0.9400663167132505
23141,0.4086243041016709
23142,0.3582625890801791
23147,0.7764682203534259
23159,0.6025737224949329
23154,0.7583863855532353
23171,0.32953580389703796
23173,0.3781227615234137
23165,0.3237425742220854
23179,0.4372546635788105
23175,0.7510822969710983
23189,0.2998543197140707
23188,0.4280879180880642
23185,0.743967789731314
23182,0.7471793372793866
23209,0.7233288776416386
23215,0.39907189412215877
23214,0.383989361210023
23233,0.17354479853270297
23241,0.612950592491177
23252,0.4135970468188847
23255,0.3742329289539835
23263,0.3227606823041678
23282,0.3148204564320214
23281,0.4174623716242037
23289,0.27913718571478474
23292,0.3874308217008479
23296,0.3268646480421656
23302,0.38763669766234043
23297,0.39928408127622284
23301,0.2305920099577249
23304,0.369186497972302
23309,0.4156583600320198
23312,0.3773791869402834
23316,0.7400050986012838
23321,0.3916247697284394
30034,0.35467177263105476
30044,0.31105747847443266
30041,0.4022245711524803
30058,0.3597525191995152
30061,0.3476701871582816
30064,0.5773218993144569
30065,0.4187805383536872
30069,0.31858735980197833
30074,0.2968870380500851
30076,0.3639760646438391
30080,0.2925466148285336
23342,0.3691428194655166
23344,0.73684371213174
23350,0.7702049246879545
23367,0.4265322787314166
23368,0.40887803258808014
23374,0.3474490911040378
23389,0.9375615420425972
23387,0.5561571223995341
23406,0.300393231781507
23403,0.4128150490268754
23399,0.35128836382651873
23415,0.33365782926427284
23414,0.32276772134410814
23419,0.35146642577247394
23445,0.6805664344886793
23439,0.37699061368042514
23444,0.44160341838031975
23436,0.759945266583111
23455,0.3319279882677044
23469,0.6516300080662656
23478,0.37699841535290857
23477,0.343122935218313
23479,0.30913195320542164
23472,0.3000485383628534
23487,0.4084478669753546
23494,0.3019538838360702
23490,0.36104586037851527
23491,0.33579946940299804
23492,0.38112062751467696
23497,0.32429733268161187
23496,0.35208780149598035
23506,0.32970538702597657
23515,0.3794664884036519
23528,0.29399690620483093
23532,0.3524714690101787
23551,0.35275830356924176
23549,0.3704455090137821
23555,0.40631213068326955
23556,0.3975009654078299
23552,0.785242759311065
23564,0.38606690736083615
23592,0.3613410340713892
