shot_id,shot_made_flag
1,0.40661549992258234
8,0.42647006819094585
17,0.4300999495819266
20,0.5898851136453727
33,0.4077086348165361
34,0.44835455682347264
35,0.5899575524571707
36,0.5881924297870977
37,0.5861643877917497
38,0.41230726966549075
45,0.5745420382826987
50,0.3467193745478651
55,0.3607397720164682
60,0.3622921205812923
66,0.47435985772690736
67,0.42588955516950516
71,0.400850457605603
80,0.4022135206988988
85,0.44306582031224484
86,0.42401386119305073
95,0.4187438854847354
104,0.41192126391684486
113,0.37755762748576216
123,0.38246330699582537
126,0.42664445336878964
133,0.5811301811989152
141,0.3985438232207135
144,0.3800072028362651
150,0.5880781915424389
152,0.42641685914481403
153,0.5805650131007375
156,0.3767908044943678
159,0.9312250857375968
165,0.9231340143444687
172,0.43771060411744717
182,0.9227362607441583
192,0.4021231178069994
193,0.5882667968519415
196,0.4271926217359249
202,0.3834860489039757
210,0.3139970792013987
211,0.3807195224331868
228,0.8747251508632151
257,0.45156232504214683
260,0.4481999626166514
264,0.4427248922286462
267,0.4155842372540405
279,0.9325931954341012
282,0.42573441515262994
293,0.46635073004831457
299,0.45904516368449516
300,0.41787451561406297
301,0.4174264655186696
317,0.32549685114118326
327,0.35160082132663906
328,0.4271783900722346
335,0.5989477997615624
346,0.43084567765586773
348,0.4398502458033229
365,0.4476021014285842
390,0.5513199438551332
391,0.5478618648218275
392,0.3981023252773762
397,0.37290860795584196
418,0.4059240590957677
428,0.2718540648280558
434,0.44189178372526317
439,0.5789639618403347
440,0.3590776628551295
456,0.4372218023991667
459,0.4476324339528903
472,0.44077522454199836
480,0.3833605280262773
491,0.36032599871392895
497,0.42909256454045064
509,0.3650720581629522
511,0.372137104583501
523,0.33920528463391536
533,0.4048758084626887
544,0.5697649359317457
546,0.3645361596300519
555,0.5388756495328902
558,0.3744625798700667
560,0.4002874543349647
573,0.4192800843627936
591,0.4265648850707149
596,0.4635628645914977
597,0.38354668857163476
601,0.41203250964443816
605,0.4457171828036987
617,0.42669012302299464
628,0.34357926870008754
634,0.3991556581095745
646,0.42365915950189986
649,0.40376288698835255
651,0.5451442697981956
654,0.9188576366964973
656,0.593906668696854
657,0.5106540486051653
669,0.39321090596803004
670,0.9296008025999549
693,0.39935366434639535
694,0.42096487220375045
699,0.43147719739002527
711,0.39002886469075015
718,0.43349617837265025
722,0.4255781040040036
723,0.34486556976673943
725,0.49123699444113444
734,0.41112089338873203
735,0.5964931173366808
737,0.4413591405578611
746,0.4341767597072409
747,0.39744670585602965
766,0.3561878136733026
767,0.385677203109575
771,0.41142858566982043
773,0.44107986448080366
774,0.43257146621151543
783,0.43873017578664053
784,0.3479738697788437
789,0.3898727898519424
792,0.36243831220478223
804,0.3170614798050147
809,0.3901522613285937
812,0.3723662818848987
813,0.35147833872705747
817,0.4300249648601864
820,0.3875846761223262
825,0.38005015353609106
826,0.39564115130470956
829,0.3865933281592279
855,0.3770101074844628
859,0.591476612688559
862,0.36745049228604204
870,0.3504551644003331
876,0.4131479289993269
880,0.39288515218160497
886,0.9309184740271144
889,0.426606901298762
891,0.5865199523704873
897,0.924140963488902
902,0.36669519596646505
903,0.44251661648052987
908,0.36369680969307955
909,0.4184209215773123
920,0.31929721154687757
922,0.45046003147620484
924,0.4075762347146344
932,0.3526227106729717
934,0.3622698653759556
937,0.3382883012207216
941,0.43972677526118525
943,0.4337035378163385
950,0.41039290821668467
952,0.39620003422338534
954,0.9309894544212607
963,0.34600689795905126
975,0.3967833251180427
979,0.41776957450336194
981,0.4863845762536743
983,0.22368177397420155
985,0.5816559221317874
989,0.5478075508671363
995,0.4431207434615342
998,0.583182163683592
1008,0.3984360718497164
1019,0.590196253887531
1023,0.4341595419252036
1026,0.3910266220221439
1029,0.43167052264802497
1034,0.43263737045852096
1036,0.40317092143490657
1038,0.3875080472078816
1039,0.3630647233596042
1051,0.38089096622205826
1052,0.41505781912069517
1066,0.3962199166526298
1087,0.3997035389636239
1092,0.2601820933920245
1094,0.43719119541631574
1098,0.43452055549648955
1099,0.34582210018028986
1102,0.3607398511774191
1118,0.4026399370655072
1131,0.443198407662417
1133,0.5875973485464981
1135,0.9312737428347395
1138,0.5709499223985736
1139,0.9280724769796694
1142,0.3583360724361828
1151,0.5837791030496
1152,0.41873848897874494
1155,0.5692568389886202
1165,0.41501351281349647
1167,0.9225280557799277
1172,0.5422497852167691
1174,0.3873934983785973
1180,0.5744436620796006
1200,0.3867607035457546
1202,0.38410616820703447
1227,0.4276104369627422
1228,0.5783463863679446
1229,0.4120886183655877
1237,0.6004955801321745
1241,0.47563657380405
1256,0.4172425083166554
1279,0.443482524157979
1293,0.4180882941299256
1295,0.39513173603362833
1319,0.5849368149620192
1320,0.4286757807869282
1321,0.43356270112589973
1322,0.42876222444587203
1334,0.22087780411742927
1351,0.5470659052809038
1373,0.419720231443654
1375,0.37466969273884737
1380,0.5502401610003462
1382,0.5065104091827876
1385,0.37474086620640423
1399,0.5036515096117262
1403,0.9299903936229637
1428,0.41523275016440386
1434,0.3117034674236891
1444,0.9341863692315984
1448,0.369472903277737
1466,0.4304814068516684
1476,0.4005215716175006
1478,0.4023050108767424
1485,0.4014054482191689
1491,0.5779318477574289
1494,0.40028510631131564
1500,0.5934596383448768
1501,0.4314588192485375
1503,0.43816132753628784
1519,0.5701024297563941
1524,0.4944060454680919
1529,0.41703750493018765
1533,0.5391224205894555
1538,0.9288275471413595
1539,0.38385348453688484
1546,0.5619269412178048
1555,0.38346866715307176
1559,0.41578847680642356
1563,0.42405163679763436
1565,0.5458091690922555
1574,0.4155274711504605
1591,0.37354244326676533
1594,0.41796942059159564
1605,0.36941442964604254
1611,0.4297021239961715
1614,0.39192960714195996
1620,0.3945823537534699
1626,0.3969787760116261
1630,0.42371504366152235
1632,0.3387259270982961
1634,0.4791651586950015
1643,0.36747625786499377
1651,0.41653001746526447
1655,0.398529856370275
1658,0.3738483510252171
1659,0.4085679080341321
1665,0.4230426317313167
1675,0.4597082982806635
1680,0.9179658033539935
1690,0.4131620415294373
1696,0.4285175276983331
1714,0.43487967874455974
1721,0.38438073903157566
1726,0.42027009049230374
1728,0.4262870009269771
1734,0.4203190523144033
1735,0.41078722158047437
1740,0.4615771935751663
1744,0.41890335243968135
